No.,Title,Year,Decision,Notes
178,Efl Secondary Students’ Use of Chatgpt for Writing Task Completion Pathways,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are described as 'English as a foreign language (EFL) secondary students,' clearly indicating L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although ChatGPT (an LLM) is used, the study is observational: students used ChatGPT 'with no prior instruction' and the researchers examined their prompt pathways. There is no experimental or quasi-experimental instructional intervention integrating the LLM into teaching; rather, it analyzes spontaneous use.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is a writing task in EFL, focusing on how students use ChatGPT to complete that task and on implications for EFL writing classrooms. The primary focus is on writing-related processes.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract reports qualitative findings about prompt types, pathways, and the need for prompt engineering education. It does not mention any quantifiable writing outcome metrics (e.g., writing scores, quality ratings, accuracy measures) to assess effectiveness of the LLM-mediated writing process.""
    }
}"
179,Students’ Appraisals Post-chatgpt Use: Students’ Narrative after Using Chatgpt for Writing,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 12 students learning English as a Foreign Language who used ChatGPT in academic writing classes, clearly fitting an EFL L2 English learner population.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""ChatGPT is an LLM and students used it for essay writing support, but the abstract does not specify an experimental or quasi-experimental intervention design; it only mentions exploratory interviews about their experience.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is on ChatGPT as scaffolding for writing essays, including translation, writing accuracy, efficiency, and idea generation, which are all writing-related variables.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study is based on semi-structured interviews exploring experiences and appraisals. No quantifiable writing outcome metrics or experimental measures of writing performance are reported in the abstract.""
    }
}"
180,Investigating L2 Learners’ Text-to-video Resemiotisation in Ai-enhanced Digital Multimodal Composing,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 75 undergraduates in an English writing course at a university in China, i.e., L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The AI tool is an AI-powered text-to-video platform (Pictory) used for digital multimodal composing. There is no indication that it is a large language model (e.g., ChatGPT, GPT-4) or that transformer-based generative text models are integrated into writing instruction; it is used for generating video clips from text prompts.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on digital multimodal composing and text-to-video resemiotisation, not on writing competence per se. The study examines how learners use AI tools to integrate linguistic, semiotic, and technological elements in converting written genres into videos, emphasizing DMC skills rather than writing-focused pedagogical outcomes.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract reports qualitative content and comparative analyses of students’ query revisions and multimodal elements in videos. It does not mention any experimental or quasi-experimental design with quantifiable writing outcome metrics (e.g., writing scores, accuracy, complexity) to assess the effectiveness of the AI intervention on writing.""
    }
}"
181,Exploring the Impact of Chatgpt on Psychological Factors in Learning English Writingamong Undergraduate Students,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 142 undergraduate students at a university in Saudi Arabia learning English writing, which fits an EFL/ESL/ELL context focused on English.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although ChatGPT is the AI tool discussed, the abstract describes an exploratory, questionnaire-based study of psychological factors, not an experimental or quasi-experimental writing intervention integrating ChatGPT into instruction or writing processes.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on psychological factors (cognition, emotions, motivation, attitudes, resilience, stress, coping) rather than on writing competence or writing-related performance variables. Writing is the context, but not the main outcome focus.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Outcomes reported are correlations between ChatGPT use and psychological constructs; there is no mention of quantifiable writing performance metrics (e.g., scores, quality ratings, accuracy) assessing effectiveness of an LLM-mediated writing intervention.""
    }
}"
182,Investigating Efl Teachers’ Lesson Planning for Chatbot-assisted Learning of Argumentative Writing: a Tpack Perspective,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is English as a foreign language (EFL), implying L2 English learners in an EFL setting. The focus is on teaching argumentative writing in English.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""The study uses a chatbot named Argumate for argumentative writing instruction. However, the abstract does not specify whether Argumate is an LLM-based, transformer-based generative model (e.g., ChatGPT-like) or a rule-based/other type of chatbot.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on teachers’ lesson planning and professional knowledge (TPACK) for integrating a chatbot, not on implementing or evaluating a writing intervention with learners. It analyzes lesson plans and teacher interviews rather than actual writing instruction outcomes.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""No quantifiable writing outcome metrics are reported. The study does not describe experimental or quasi-experimental measures of students’ writing performance; it focuses on teachers’ approaches and perceptions.""
    }
}"
183,Exploring Multimodality of Chatgpt for Language Teaching and Learning: a Preliminary Study on Its Pedagogical Prospects,2025,exclude,"{
    ""c1"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract discusses language pedagogy in general and mentions L1 and L2 texts, but does not specify that participants are L2 English learners in ESL/EFL/ELL contexts, nor that the focus is specifically on English.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The paper is described as presenting ChatGPT as a novel tool and exploring its pedagogical prospects, informed by the authors’ first-hand use and simulated task performance evidence. There is no indication of an experimental or quasi-experimental design or a structured intervention with learners.""
    },
    ""c3"": {
        ""status"": ""unclear"",
        ""evidence"": ""Writing and writing devices are mentioned among several skills (vocabulary, speaking, communicative practices, idioms), but the primary focus appears to be broad language pedagogy and multimodality rather than a focused writing competence intervention.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract does not report any quantifiable writing outcome metrics or experimental measures. It is framed as a preliminary, conceptual exploration intended to stimulate future empirical research, not as a study assessing intervention effectiveness.""
    }
}"
184,Chatgpt-assisted Language Learning: Effects on Vietnamese English Majors’ Writing Skills and Motivation,2025,include,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are Vietnamese first-year English majors, clearly L2 English learners in an EFL context. The focus is on English writing skills, satisfying the population requirement.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study uses ChatGPT-assisted writing instruction for the experimental group and compares it with traditional instruction over a 15-week semester. ChatGPT is a large language model, and the design is experimental with control and treatment groups.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on writing skills, with instruction and outcomes centered on writing performance (IELTS writing assessments) and writing-related motivation. ChatGPT is integrated into the writing instruction process, not just for scoring.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""Quantitative writing outcomes are reported via pre- and post-tests using IELTS writing assessments, analyzed with ANCOVA, including effect sizes for domains such as task achievement and coherence. This provides measurable writing outcome metrics.""
    }
}"
185,Bringing Cinderella into Spotlight: Genai-assisted Grammar Acquisition in Academic Writing,2025,exclude,"{
    ""c1"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract mentions “first-year undergraduate students in an academic writing context” but does not specify that they are L2 English learners (ESL/EFL/ELL). Their language background and whether English is a second/foreign language is not stated.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study examines “the potential of ChatGPT to enhance grammar development in an academic writing context” and explores how a localized version of ChatGPT assists students in improving grammar in writing tasks. ChatGPT is an LLM and is integrated into instruction, satisfying the LLM-based intervention requirement.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is academic writing, focusing on “grammar development in an academic writing context” and “improving their grammar in writing tasks.” This aligns with writing-related competence, even though the emphasis is on grammar within writing.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study is described as a “qualitative case study” aiming to explore effectiveness, perceptions, and pedagogical implications. The abstract reports that ChatGPT “positively promotes grammar proficiency and learning experience” but does not indicate any quantitative or experimental outcome measures; it appears to rely on qualitative data only.""
    }
}"
186,The Robustness of Ai-classifiers in the Face of Ai-assisted Plagiarism: the Case of Turnitin Ai Content Detector,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The study explicitly includes English as a foreign language (EFL) texts and discusses issues with AI detectors when dealing with English as a second language writings, indicating an L2 English learner context is part of the data.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study evaluates Turnitin’s AI content detector and compares its detection accuracy across EFL, AI-generated, paraphrased, and humanized AI texts. There is no experimental or quasi-experimental pedagogical intervention integrating an LLM into writing instruction or writing processes; LLMs are only a source of text for detection.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on the robustness and accuracy of an AI classifier (Turnitin AI Detector) in identifying AI-assisted plagiarism, not on improving writing competence or writing-related pedagogical outcomes. This aligns with system evaluation rather than instructional intervention.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The outcomes reported concern detection accuracy of AI-generated or modified texts, not quantifiable measures of learners’ writing performance or development following an LLM-mediated writing intervention.""
    }
}"
187,Investigating the Effects of Ai-assisted Teacher Instruction on Online Ielts Writing,2025,unsure,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are described as EFL learners and IELTS candidates in an online IELTS writing course. The context is clearly English as a foreign language, focusing on IELTS Writing Task 2, which is an English writing test.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract states that teachers used an “AI Copilot” and “AI-assisted teachers using an AI Copilot” to inform instruction and feedback. However, it does not specify whether this AI Copilot is a large language model (e.g., ChatGPT/GPT-4 or another transformer-based generative model) or a different type of AI tool. Without clarification that the AI Copilot is LLM-based, it is unclear if the intervention meets the LLM criterion.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is IELTS Writing Task 2 instruction and students’ writing performance. The study examines writing score improvements and components such as Task Achievement, Coherence and Cohesion, Lexical Resource, and Grammatical Range and Accuracy, indicating a clear focus on writing competence rather than automated scoring alone.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study uses pre- and post-tests and a paired-sample analysis to compare writing scores, reporting significant improvements in four IELTS writing components (TA, CC, LR, GRA). These are quantifiable writing outcome metrics aligned with the effectiveness of the AI-assisted intervention.""
    }
}"
188,Using Generative Artificial Intelligence as an Automated Essay Scoring Tool: a Comparative Study,2025,exclude,"{
    ""c1"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract mentions 120 essays and implications for L2 writing teaching and assessment, but does not clearly state that the essays were written by L2 English learners in ESL/EFL/ELL contexts. The population is therefore not explicitly identifiable as L2 English learners.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study uses ChatGPT-4 and Gemini solely as automated essay scoring tools to compare their reliability and consistency with human raters. There is no experimental or quasi-experimental integration of LLMs into writing instruction or writing processes as an intervention.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on the functionality of LLMs as automated essay scoring systems (reliability, consistency, correlations with human raters), not on pedagogical use for improving writing competence or writing-related variables through instruction.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Although essay scores are reported, they are used to evaluate the scoring performance of LLMs versus human raters, not to assess the effectiveness of an LLM-mediated writing intervention. No writing outcome metrics are tied to an instructional or process-oriented intervention with L2 learners.""
    }
}"
189,Comparing Hong Kong Secondary School Students’ Perceptions of Chatgpt-assisted Efl Writing,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 107 Hong Kong secondary school students in an EFL context, and the focus is explicitly on ChatGPT-assisted EFL (English) writing.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study examines ChatGPT-assisted EFL writing and compares three teaching approaches (process-based, genre-based, prompt engineering only), indicating an instructional intervention integrating an LLM (ChatGPT) into writing instruction.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""Although the context is EFL writing and ChatGPT-assisted writing, the measured outcomes are motivation, cognitive load, and satisfaction. The abstract does not indicate that writing competence or writing-related performance variables (e.g., text quality, accuracy, complexity) were assessed.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study reports quantitative outcomes only for motivation, cognitive load, and satisfaction. There is no mention of quantifiable writing outcome metrics used to evaluate changes in learners’ writing performance, so it does not meet the requirement for writing outcome measures.""
    }
}"
190,Investigating Efl Students’ Perceptions of Feedback: a Comparative Study of Instructor and Chatgpt-generated Responses in Academic Writing,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are explicitly described as Saudi English as a Foreign Language (EFL) learners in an advanced writing course, so the population is L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study compares instructor feedback with feedback generated by ChatGPT, a large language model, on students’ writing assignments. ChatGPT is integrated as part of the feedback process in an instructional context.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is an advanced academic writing course, and the intervention concerns feedback on writing assignments, with the stated aim of developing learners’ writing skills.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract focuses on students’ perceptions and preferences regarding ChatGPT vs. instructor feedback, collected via a survey. It does not report any quantitative writing outcome measures (e.g., changes in writing scores, quality, accuracy) to assess effectiveness of the LLM-mediated intervention.""
    }
}"
191,Thai Efl University Students’ Writing in the Digital Age: Error Analysis Revisited,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are Thai EFL university students, clearly L2 English learners in an EFL context: “Thai EFL university students… 70 undergraduates.”""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although the abstract mentions Google Translate and ChatGPT and discusses the impact of digital tools, there is no indication of an experimental or quasi-experimental LLM-based instructional intervention. The tools are surveyed as resources students use, not as a structured LLM-mediated teaching treatment.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on writing competence and errors: “investigated the grammatical errors and writing strategies… mechanical errors… word- and sentence-level errors.” This is clearly about writing-related variables.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study reports error analysis and survey findings but does not describe any LLM-mediated intervention with pre/post or comparative quantitative writing outcome measures. It is descriptive/diagnostic rather than testing the effectiveness of an LLM-based writing intervention.""
    }
}"
192,Motivation and Achievement in Efl: the Power of Instructional Approach,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 43 first-year EFL students at a Chinese university, clearly L2 English learners in an EFL context, with outcomes reported for English academic achievement and specific English skills.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The AI-blended approach uses AWE, ASR, and the chatbot DouBao. The abstract does not indicate that DouBao (or the other tools) is a large language model or transformer-based generative model; it is only described generically as a chatbot. Without explicit evidence of LLM use (e.g., ChatGPT, GPT-4, similar), this does not meet the LLM-based intervention criterion.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""Writing is one of the key language skills measured (“key language skills such as listening comprehension, translation, and writing”), and AWE is part of the AI-blended instruction, indicating a focus that includes writing competence within broader English achievement.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study reports quantifiable outcomes: English academic achievement and specific skills including writing, analyzed via repeated measures ANOVA and Friedman tests. Thus, there are measurable writing-related outcomes within an experimental instructional comparison.""
    }
}"
193,Exploring the Use of Chatgpt-generated Model Texts as a Feedback Instrument: Efl Students’ Text Quality and Perceptions,2025,include,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants were 104 Chinese high school EFL students, clearly indicating L2 English learners in an EFL context. The focus is on English writing quality (content, organisation, vocabulary, grammar).""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The intervention uses ChatGPT-generated model texts as a feedback instrument for writing. ChatGPT is a large language model, and the study employs a quasi-experimental pretest–post-test design with control and experimental groups.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on EFL students’ text quality in writing (content, organisation, vocabulary, grammar) and the use of ChatGPT within a writing classroom as feedback. This is a pedagogical writing intervention, not an automated scoring or purely technical evaluation.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study reports quantifiable writing outcomes: pretest and post-test writing performance analyzed with descriptive and inferential statistics across analytical measures (content, organisation, vocabulary, grammar), comparing control and experimental groups.""
    }
}"
194,The Revolution of Artificial Intelligence in Scientific Writing: Analysis and Perspectives from Multiple Studies,2025,exclude,"{
    ""c1"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract refers broadly to 'researchers' and 'non-native English speakers' in scientific writing, not to L2 English learners in ESL/EFL/ELL instructional contexts. There is no indication of a defined learner population in a language education setting.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The article is explicitly described as a 'narrative review' and a 'non-systematic assessment of the most recent literature.' It does not report an experimental or quasi-experimental intervention integrating LLMs into writing instruction; it synthesizes existing studies conceptually.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The focus is on scientific writing in general (literature review, reference management, publication quality and integrity), not on pedagogical contexts or writing instruction aimed at improving L2 writing competence.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""As a narrative review, the paper does not report original quantitative writing outcome measures from an intervention. It discusses benefits, drawbacks, and ethical implications rather than presenting experimental results on writing performance.""
    }
}"
195,Boosting Punctuation Proficiency: the Power of an Interactive Chatbot for Efl Learners,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 60 Omani EFL learners at Sohar University in Oman, clearly an EFL (L2 English) context with English as the target language.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The intervention uses a WhatsApp-based interactive chatbot, but there is no indication it is a large language model (e.g., ChatGPT, GPT-4, transformer-based generative model). It appears to be a rule-based or scripted chatbot designed for punctuation practice, not an LLM.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is on improving rule-based writing skills, specifically English punctuation, which is a writing-related subskill. The intervention targets punctuation knowledge as part of writing competence.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study reports quantifiable outcomes: pretest, posttest, and delayed posttest scores on punctuation, with statistical analyses (Kruskal-Wallis, p-values, effect sizes) comparing control and experimental groups.""
    }
}"
196,Exploring Patterns of Ai-powered Machine Translation Use in Second Language Writing: a Translanguaging Perspective,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are L2 English learners at a Chinese university (English and non-English majors) engaged in L2 writing, fitting ESL/EFL/ELL-type contexts with English as the target language.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The intervention is AI-powered machine translation (MT), not a large language model–based tool such as ChatGPT or GPT-4. The abstract frames MT as an AI technology but does not indicate use of transformer-based generative LLMs; it focuses on MT use patterns, not LLM-mediated writing instruction.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The study explicitly concerns MT use in L2 writing and identifies patterns of MT use in L2 writing tasks, so the primary focus is on writing-related behavior and competence in context.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study is qualitative, examining patterns and ideological factors shaping MT use. It does not describe an experimental or quasi-experimental intervention with quantifiable writing outcome metrics; instead it uses narrative frames, interviews, screen recordings, and reflective journals without reported quantitative writing gains.""
    }
}"
197,Enhancing Vocabulary Learning through Technology: Ai-driven Pushed Output Hypothesis for Saudi Efl Learners,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are three male Saudi undergraduate EFL learners enrolled in an English degree program at Albaha University, clearly L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract refers broadly to “AI-driven technology” and “AI tools” and highlights a ‘pushed email condition’ as an AI-enhanced tool, but there is no indication that a large language model (e.g., ChatGPT, GPT-4, transformer-based generative model) is used. Email as a medium does not constitute an LLM-based intervention.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is vocabulary acquisition, vocabulary size, and lexical errors, framed under the Pushed Output Hypothesis. While writing samples are collected, the intervention is not clearly a writing competence intervention but a vocabulary learning study using written output as a vehicle.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study reports quantitative vocabulary size (V_Words) and lexical errors (Engber’s taxonomy), and compares conditions (pushed email vs classroom-based), providing measurable outcomes related to written lexical performance.""
    }
}"
198,The Role of Generative Ai and Hybrid Feedback in Improving L2 Writing Skills: a Comparative Study,2025,include,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 60 Chinese EFL students, clearly indicating L2 English learners in an EFL context, with outcomes focused on English academic writing skills.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The intervention is Generative AI (GenAI)–generated feedback and hybrid feedback (GenAI plus human tutor). GenAI is explicitly described as generative AI, implying an LLM-based tool integrated into writing instruction in an experimental comparative design (two groups over 12 weeks).""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on L2 academic writing skills, including grammar, sentence variety, organization, and critical thinking. The AI is used pedagogically to provide feedback on writing, not merely for automated scoring or system evaluation.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""Writing performance was assessed using GRE writing rubrics, and the study reports measurable improvements in specific writing dimensions (grammar, sentence variety, organization, critical thinking) between groups, providing quantifiable writing outcome metrics.""
    }
}"
199,English as a Foreign Language (efl) Secondary School Students’ Use of Artificial Intelligent (ai) Tools for Developing Writing Skills: Unveiling Practices and Perceptions,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are EFL secondary school students (K12), clearly English-as-a-foreign-language learners, fitting ESL/EFL/ELL contexts with focus on English writing skills.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study is exploratory, examining students’ existing practices and perceptions of AI tools (Grammarly, ChatGPT, Google Translate). There is no experimental or quasi-experimental intervention integrating LLMs into instruction; rather, it uses questionnaires and interviews to document current use.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is on how AI writing tools mediate stages of the writing process and support idea generation, vocabulary, and accuracy—i.e., writing competence and writing-related variables in an educational context.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study reports practices and perceptions via questionnaires and interviews, with no mention of quantifiable writing outcome metrics (e.g., pre/post writing scores, rubric-based performance) assessing effectiveness of AI-mediated writing interventions.""
    }
}"
200,We Should Promote Genai Writing Tools for Linguistic Equity,2025,exclude,"{
    ""c1"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract mentions 'English as an additional language students' in general, but does not specify any actual participant sample or empirical data collection. It appears to be a conceptual/position essay rather than a study with defined L2 participants.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although GenAI writing tools and chatbots (e.g., ChatGPT, Copilot, Claude) are discussed, there is no indication of an experimental or quasi-experimental intervention. The piece is an essay arguing for their use, not an empirical study implementing LLMs in instruction.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The focus is on arguing that GenAI tools can promote linguistic equity and on policy/ethical considerations, not on a concrete pedagogical intervention targeting writing competence with measured outcomes.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""No quantifiable writing outcome metrics or empirical results are reported. The abstract clearly frames the work as an essay/argument, not a study with measured effects on writing.""
    }
}"
201,The Design and Evaluation of an Interactive Ai Companion for Foreign Language Writing,2025,exclude,"{
    ""c1"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract refers to “foreign language writing” and “language educators,” but does not specify that the target language is English or that participants are L2 English learners in ESL/EFL/ELL contexts. The specific language and learner population are not identified.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""An “interactive AI companion” and “AI chatbot” are mentioned, but the abstract does not state that it is a large language model (e.g., ChatGPT/GPT-4) or transformer-based generative system. It could be another type of AI tool; the underlying technology is not described.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The tool is explicitly a “collaborative AI writing companion” designed for a “process-oriented…approach to writing,” emphasizing writing as a collaborative process and textual conventions. The context is clearly writing-focused.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Outcomes measured are perceptions and psychological constructs (writing self-efficacy, anxiety, self-regulation, anthropomorphism, teaching presence, enjoyment). The abstract does not report any quantifiable writing performance outcomes (e.g., text quality, accuracy, complexity) to assess effectiveness on writing competence.""
    }
}"
202,Exploring Ai-assistance in L2 Chinese Writing with Standardized Assessment Tasks,2025,exclude,"{
    ""c1"": {
        ""status"": ""fail"",
        ""evidence"": ""Participants are 'Mandarin Chinese foreign language students' completing AP Chinese writing tasks. The target language is Mandarin Chinese, not English, so the population and data focus are not on L2 English learners in ESL/EFL/ELL contexts.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study allows students to use ChatGPT, a large language model, for assistance on one of the writing prompts, and compares performance with and without ChatGPT. This constitutes an experimental design integrating an LLM into the writing process.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on L2 writing performance in standardized assessment tasks, examining how ChatGPT assistance affects writing scores and aspects of writing support (vocabulary, translation). This aligns with writing competence as the main outcome.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study reports quantifiable writing outcomes: writing scores with and without ChatGPT, evaluated by two professional raters with high inter-rater reliability. It also analyzes which aspects of ChatGPT students relied on, alongside quantitative and qualitative data.""
    }
}"
203,Generative Ai and English Essay Writing: Exploring the Role of Chatgpt in Enhancing Learners' Task Engagement,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 60 undergraduate learners in an English as a Foreign Language (EFL) context, writing English argumentative essays. This fits the target population of L2 English learners in an EFL setting.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study uses ChatGPT, explicitly described as a generative AI-based tool, within a mixed-methods experimental design over a 2‑month instructional period. This aligns with an LLM-based intervention integrated into writing instruction.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is English argumentative essay writing, and ChatGPT is used as an instructional tool in writing tasks. The primary focus is on writing tasks and related engagement, not on automated scoring or non-pedagogical evaluation.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract reports significantly higher engagement levels and qualitative themes (motivation, anxiety, interest, etc.) but does not mention any quantifiable writing performance outcomes (e.g., writing quality, accuracy, complexity). The measured outcome is task engagement, not writing competence or writing-related performance metrics, so it does not meet the requirement for quantifiable writing outcomes.""
    }
}"
204,Generative Ai in Academic Writing: Exploring Esl Students' Strategies and Performance,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 13 university students in Malaysia doing academic writing in English, which strongly implies an ESL/EFL context with English as the target language.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study is described as an exploratory case study of students’ self-reported GenAI-assisted writing strategies. There is no indication of an experimental or quasi-experimental instructional intervention integrating ChatGPT; rather, it observes existing usage without a designed treatment.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is explicitly on GenAI-assisted academic writing in English and how students incorporate ChatGPT into their writing, which aligns with writing competence and writing-related variables.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract reports a thematic analysis of self-reported usage and identifies six strategies. It does not mention any quantitative or experimental writing outcome measures; performance effects are discussed qualitatively, not via measurable writing scores or metrics.""
    }
}"
