2025-12-02 16:10:14 | DEBUG | llm_batch_analyzer:96 | 日志系统初始化完成 | name=llm_batch_analyzer | 控制台级别=DEBUG | 文件路径=logs\llm_batch_analyzer.log
2025-12-02 16:10:14 | DEBUG | llm_batch_analyzer:121 | [流水线初始化] OpenAIClient 初始化成功
2025-12-02 16:35:26 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1642，累计 tokens=371276，本次费用=$0.008210，累计费用=$1.856380
2025-12-02 16:35:31 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1597，累计 tokens=372873，本次费用=$0.007985，累计费用=$1.864365
2025-12-02 16:35:35 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1490，累计 tokens=374363，本次费用=$0.007450，累计费用=$1.871815
2025-12-02 16:35:44 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1545，累计 tokens=375908，本次费用=$0.007725，累计费用=$1.879540
2025-12-02 16:35:50 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1594，累计 tokens=377502，本次费用=$0.007970，累计费用=$1.887510
2025-12-02 16:35:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1613，累计 tokens=379115，本次费用=$0.008065，累计费用=$1.895575
2025-12-02 16:36:05 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1526，累计 tokens=380641，本次费用=$0.007630，累计费用=$1.903205
2025-12-02 16:36:10 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1514，累计 tokens=382155，本次费用=$0.007570，累计费用=$1.910775
2025-12-02 16:36:16 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1582，累计 tokens=383737，本次费用=$0.007910，累计费用=$1.918685
2025-12-02 16:36:23 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1506，累计 tokens=385243，本次费用=$0.007530，累计费用=$1.926215
2025-12-02 16:36:27 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1492，累计 tokens=386735，本次费用=$0.007460，累计费用=$1.933675
2025-12-02 16:36:33 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1570，累计 tokens=388305，本次费用=$0.007850，累计费用=$1.941525
2025-12-02 16:36:39 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1622，累计 tokens=389927，本次费用=$0.008110，累计费用=$1.949635
2025-12-02 16:36:45 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1587，累计 tokens=391514，本次费用=$0.007935，累计费用=$1.957570
2025-12-02 16:36:51 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1482，累计 tokens=392996，本次费用=$0.007410，累计费用=$1.964980
2025-12-02 16:36:51 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 16:36:51 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 13 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_013.csv
2025-12-02 16:36:51 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 014: 260~279 ==========
2025-12-02 16:36:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1639，累计 tokens=394635，本次费用=$0.008195，累计费用=$1.973175
2025-12-02 16:37:07 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1453，累计 tokens=396088，本次费用=$0.007265，累计费用=$1.980440
2025-12-02 16:37:13 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1461，累计 tokens=397549，本次费用=$0.007305，累计费用=$1.987745
2025-12-02 16:37:20 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1905，累计 tokens=399454，本次费用=$0.009525，累计费用=$1.997270
2025-12-02 16:37:24 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1607，累计 tokens=401061，本次费用=$0.008035，累计费用=$2.005305
2025-12-02 16:37:35 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1553，累计 tokens=402614，本次费用=$0.007765，累计费用=$2.013070
2025-12-02 16:37:39 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1491，累计 tokens=404105，本次费用=$0.007455，累计费用=$2.020525
2025-12-02 16:37:45 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1531，累计 tokens=405636，本次费用=$0.007655，累计费用=$2.028180
2025-12-02 16:37:52 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1487，累计 tokens=407123，本次费用=$0.007435，累计费用=$2.035615
2025-12-02 16:37:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1449，累计 tokens=408572，本次费用=$0.007245，累计费用=$2.042860
2025-12-02 16:38:03 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1663，累计 tokens=410235，本次费用=$0.008315，累计费用=$2.051175
2025-12-02 16:38:08 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1519，累计 tokens=411754，本次费用=$0.007595，累计费用=$2.058770
2025-12-02 16:38:18 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1549，累计 tokens=413303，本次费用=$0.007745，累计费用=$2.066515
2025-12-02 16:38:24 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1598，累计 tokens=414901，本次费用=$0.007990，累计费用=$2.074505
2025-12-02 16:38:28 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1630，累计 tokens=416531，本次费用=$0.008150，累计费用=$2.082655
2025-12-02 16:38:34 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1514，累计 tokens=418045，本次费用=$0.007570，累计费用=$2.090225
2025-12-02 16:38:42 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1638，累计 tokens=419683，本次费用=$0.008190，累计费用=$2.098415
2025-12-02 16:38:47 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1494，累计 tokens=421177，本次费用=$0.007470，累计费用=$2.105885
2025-12-02 16:38:55 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1602，累计 tokens=422779，本次费用=$0.008010，累计费用=$2.113895
2025-12-02 16:39:00 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1469，累计 tokens=424248，本次费用=$0.007345，累计费用=$2.121240
2025-12-02 16:39:00 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 16:39:00 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 14 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_014.csv
2025-12-02 16:39:00 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 015: 280~299 ==========
2025-12-02 16:39:22 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1549，累计 tokens=425797，本次费用=$0.007745，累计费用=$2.128985
2025-12-02 16:39:29 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1511，累计 tokens=427308，本次费用=$0.007555，累计费用=$2.136540
2025-12-02 16:39:34 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1446，累计 tokens=428754，本次费用=$0.007230，累计费用=$2.143770
2025-12-02 16:39:41 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1486，累计 tokens=430240，本次费用=$0.007430，累计费用=$2.151200
2025-12-02 16:39:46 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1501，累计 tokens=431741，本次费用=$0.007505，累计费用=$2.158705
2025-12-02 16:39:52 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1503，累计 tokens=433244，本次费用=$0.007515，累计费用=$2.166220
2025-12-02 16:39:57 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1456，累计 tokens=434700，本次费用=$0.007280，累计费用=$2.173500
2025-12-02 16:40:02 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1537，累计 tokens=436237，本次费用=$0.007685，累计费用=$2.181185
2025-12-02 16:40:07 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1482，累计 tokens=437719，本次费用=$0.007410，累计费用=$2.188595
2025-12-02 16:40:11 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1488，累计 tokens=439207，本次费用=$0.007440，累计费用=$2.196035
2025-12-02 16:40:33 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1526，累计 tokens=440733，本次费用=$0.007630，累计费用=$2.203665
2025-12-02 16:40:38 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1512，累计 tokens=442245，本次费用=$0.007560，累计费用=$2.211225
2025-12-02 16:40:43 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1529，累计 tokens=443774，本次费用=$0.007645，累计费用=$2.218870
2025-12-02 16:40:47 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1459，累计 tokens=445233，本次费用=$0.007295，累计费用=$2.226165
2025-12-02 16:40:53 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1457，累计 tokens=446690，本次费用=$0.007285，累计费用=$2.233450
2025-12-02 16:41:01 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1607，累计 tokens=448297，本次费用=$0.008035，累计费用=$2.241485
2025-12-02 16:41:07 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1583，累计 tokens=449880，本次费用=$0.007915，累计费用=$2.249400
2025-12-02 16:41:13 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1589，累计 tokens=451469，本次费用=$0.007945，累计费用=$2.257345
2025-12-02 16:41:18 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1562，累计 tokens=453031，本次费用=$0.007810，累计费用=$2.265155
2025-12-02 16:41:22 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1506，累计 tokens=454537，本次费用=$0.007530，累计费用=$2.272685
2025-12-02 16:41:22 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 16:41:22 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 15 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_015.csv
2025-12-02 16:41:22 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 016: 300~319 ==========
2025-12-02 16:41:26 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1367，累计 tokens=455904，本次费用=$0.006835，累计费用=$2.279520
2025-12-02 16:41:32 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1487，累计 tokens=457391，本次费用=$0.007435，累计费用=$2.286955
2025-12-02 16:41:37 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1599，累计 tokens=458990，本次费用=$0.007995，累计费用=$2.294950
2025-12-02 16:41:41 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1515，累计 tokens=460505，本次费用=$0.007575，累计费用=$2.302525
2025-12-02 16:41:45 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1460，累计 tokens=461965，本次费用=$0.007300，累计费用=$2.309825
2025-12-02 16:41:50 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1467，累计 tokens=463432，本次费用=$0.007335，累计费用=$2.317160
2025-12-02 16:41:55 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1624，累计 tokens=465056，本次费用=$0.008120，累计费用=$2.325280
2025-12-02 16:42:00 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1505，累计 tokens=466561，本次费用=$0.007525，累计费用=$2.332805
2025-12-02 16:42:05 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1513，累计 tokens=468074，本次费用=$0.007565，累计费用=$2.340370
2025-12-02 16:42:15 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1549，累计 tokens=469623，本次费用=$0.007745，累计费用=$2.348115
2025-12-02 16:42:20 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1576，累计 tokens=471199，本次费用=$0.007880，累计费用=$2.355995
2025-12-02 16:42:26 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1624，累计 tokens=472823，本次费用=$0.008120，累计费用=$2.364115
2025-12-02 16:42:31 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1474，累计 tokens=474297，本次费用=$0.007370，累计费用=$2.371485
2025-12-02 16:42:39 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1423，累计 tokens=475720，本次费用=$0.007115，累计费用=$2.378600
2025-12-02 16:42:44 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1504，累计 tokens=477224，本次费用=$0.007520，累计费用=$2.386120
2025-12-02 16:42:50 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1524，累计 tokens=478748，本次费用=$0.007620，累计费用=$2.393740
2025-12-02 16:42:57 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1632，累计 tokens=480380，本次费用=$0.008160，累计费用=$2.401900
2025-12-02 16:43:04 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1571，累计 tokens=481951，本次费用=$0.007855，累计费用=$2.409755
2025-12-02 16:43:11 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1606，累计 tokens=483557，本次费用=$0.008030，累计费用=$2.417785
2025-12-02 16:43:16 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1509，累计 tokens=485066，本次费用=$0.007545，累计费用=$2.425330
2025-12-02 16:43:16 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 16:43:16 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 16 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_016.csv
2025-12-02 16:43:16 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 017: 320~339 ==========
2025-12-02 16:43:22 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1580，累计 tokens=486646，本次费用=$0.007900，累计费用=$2.433230
2025-12-02 16:43:27 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1518，累计 tokens=488164，本次费用=$0.007590，累计费用=$2.440820
2025-12-02 16:43:33 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1596，累计 tokens=489760，本次费用=$0.007980，累计费用=$2.448800
2025-12-02 16:43:40 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1594，累计 tokens=491354，本次费用=$0.007970，累计费用=$2.456770
2025-12-02 16:43:46 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1468，累计 tokens=492822，本次费用=$0.007340，累计费用=$2.464110
2025-12-02 16:43:52 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1599，累计 tokens=494421，本次费用=$0.007995，累计费用=$2.472105
2025-12-02 16:43:56 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1498，累计 tokens=495919，本次费用=$0.007490，累计费用=$2.479595
2025-12-02 16:44:01 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1533，累计 tokens=497452，本次费用=$0.007665，累计费用=$2.487260
2025-12-02 16:44:06 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1491，累计 tokens=498943，本次费用=$0.007455，累计费用=$2.494715
2025-12-02 16:44:17 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1470，累计 tokens=500413，本次费用=$0.007350，累计费用=$2.502065
2025-12-02 16:44:24 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1612，累计 tokens=502025，本次费用=$0.008060，累计费用=$2.510125
2025-12-02 16:44:28 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1596，累计 tokens=503621，本次费用=$0.007980，累计费用=$2.518105
2025-12-02 16:44:40 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1491，累计 tokens=505112，本次费用=$0.007455，累计费用=$2.525560
2025-12-02 16:44:46 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1535，累计 tokens=506647，本次费用=$0.007675，累计费用=$2.533235
2025-12-02 16:44:53 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1554，累计 tokens=508201，本次费用=$0.007770，累计费用=$2.541005
2025-12-02 16:44:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1548，累计 tokens=509749，本次费用=$0.007740，累计费用=$2.548745
2025-12-02 16:45:04 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1524，累计 tokens=511273，本次费用=$0.007620，累计费用=$2.556365
2025-12-02 16:45:10 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1630，累计 tokens=512903，本次费用=$0.008150，累计费用=$2.564515
2025-12-02 16:45:14 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1462，累计 tokens=514365，本次费用=$0.007310，累计费用=$2.571825
2025-12-02 16:45:22 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1692，累计 tokens=516057，本次费用=$0.008460，累计费用=$2.580285
2025-12-02 16:45:22 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 16:45:22 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 17 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_017.csv
2025-12-02 16:45:22 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 018: 340~359 ==========
2025-12-02 16:45:26 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1419，累计 tokens=517476，本次费用=$0.007095，累计费用=$2.587380
2025-12-02 16:45:32 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1510，累计 tokens=518986，本次费用=$0.007550，累计费用=$2.594930
2025-12-02 16:45:39 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1605，累计 tokens=520591，本次费用=$0.008025，累计费用=$2.602955
2025-12-02 16:45:42 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1574，累计 tokens=522165，本次费用=$0.007870，累计费用=$2.610825
2025-12-02 16:45:48 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1630，累计 tokens=523795，本次费用=$0.008150，累计费用=$2.618975
2025-12-02 16:45:53 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1503，累计 tokens=525298，本次费用=$0.007515，累计费用=$2.626490
2025-12-02 16:45:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1360，累计 tokens=526658，本次费用=$0.006800，累计费用=$2.633290
2025-12-02 16:46:03 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1535，累计 tokens=528193，本次费用=$0.007675，累计费用=$2.640965
2025-12-02 16:46:09 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1468，累计 tokens=529661，本次费用=$0.007340，累计费用=$2.648305
2025-12-02 16:46:14 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1554，累计 tokens=531215，本次费用=$0.007770，累计费用=$2.656075
2025-12-02 16:46:18 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1494，累计 tokens=532709，本次费用=$0.007470，累计费用=$2.663545
2025-12-02 16:46:23 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1437，累计 tokens=534146，本次费用=$0.007185，累计费用=$2.670730
2025-12-02 16:46:28 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1574，累计 tokens=535720，本次费用=$0.007870，累计费用=$2.678600
2025-12-02 16:46:32 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1569，累计 tokens=537289，本次费用=$0.007845，累计费用=$2.686445
2025-12-02 16:46:38 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1520，累计 tokens=538809，本次费用=$0.007600，累计费用=$2.694045
2025-12-02 16:46:44 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1468，累计 tokens=540277，本次费用=$0.007340，累计费用=$2.701385
2025-12-02 16:46:48 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1448，累计 tokens=541725，本次费用=$0.007240，累计费用=$2.708625
2025-12-02 16:46:53 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1588，累计 tokens=543313，本次费用=$0.007940，累计费用=$2.716565
2025-12-02 16:46:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1464，累计 tokens=544777，本次费用=$0.007320，累计费用=$2.723885
2025-12-02 16:47:07 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1604，累计 tokens=546381，本次费用=$0.008020，累计费用=$2.731905
2025-12-02 16:47:07 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 16:47:07 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 18 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_018.csv
2025-12-02 16:47:07 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 019: 360~379 ==========
2025-12-02 16:47:12 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1355，累计 tokens=547736，本次费用=$0.006775，累计费用=$2.738680
2025-12-02 16:47:17 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1469，累计 tokens=549205，本次费用=$0.007345，累计费用=$2.746025
2025-12-02 16:47:21 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1597，累计 tokens=550802，本次费用=$0.007985，累计费用=$2.754010
2025-12-02 16:47:25 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1506，累计 tokens=552308，本次费用=$0.007530，累计费用=$2.761540
2025-12-02 16:47:30 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1498，累计 tokens=553806，本次费用=$0.007490，累计费用=$2.769030
2025-12-02 16:47:34 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1423，累计 tokens=555229，本次费用=$0.007115，累计费用=$2.776145
2025-12-02 16:47:39 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1558，累计 tokens=556787，本次费用=$0.007790，累计费用=$2.783935
2025-12-02 16:47:44 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1528，累计 tokens=558315，本次费用=$0.007640，累计费用=$2.791575
2025-12-02 16:48:06 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1568，累计 tokens=559883，本次费用=$0.007840，累计费用=$2.799415
2025-12-02 16:48:12 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1678，累计 tokens=561561，本次费用=$0.008390，累计费用=$2.807805
2025-12-02 16:48:17 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1544，累计 tokens=563105，本次费用=$0.007720，累计费用=$2.815525
2025-12-02 16:48:23 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1608，累计 tokens=564713，本次费用=$0.008040，累计费用=$2.823565
2025-12-02 16:48:29 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1834，累计 tokens=566547，本次费用=$0.009170，累计费用=$2.832735
2025-12-02 16:48:35 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1484，累计 tokens=568031，本次费用=$0.007420，累计费用=$2.840155
2025-12-02 16:48:40 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1543，累计 tokens=569574，本次费用=$0.007715，累计费用=$2.847870
2025-12-02 16:48:50 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1506，累计 tokens=571080，本次费用=$0.007530，累计费用=$2.855400
2025-12-02 16:48:56 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1501，累计 tokens=572581，本次费用=$0.007505，累计费用=$2.862905
2025-12-02 16:49:02 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1493，累计 tokens=574074，本次费用=$0.007465，累计费用=$2.870370
2025-12-02 16:49:07 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1522，累计 tokens=575596，本次费用=$0.007610，累计费用=$2.877980
2025-12-02 16:49:12 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1495，累计 tokens=577091，本次费用=$0.007475，累计费用=$2.885455
2025-12-02 16:49:12 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 16:49:12 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 19 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_019.csv
2025-12-02 16:49:12 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 020: 380~399 ==========
