No.,Title,Year,Decision,Notes
248,Exploring Factors Influencing L2 Learners' Use of Gai-assisted Writing Technology: Based on the Utaut Model,2025,exclude,"{
    ""c1"": {
        ""status"": ""unclear"",
        ""evidence"": ""The participants are 419 graduate students in China, described as L2 learners using GAI in second language writing. It is highly likely they are L2 English learners, but the target language is not explicitly stated in the title or abstract.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study is framed with the UTAUT model and investigates factors influencing learners’ usage behavior of GAI. It examines acceptance and use (behavioral intention, facilitating conditions) rather than implementing an experimental or quasi-experimental LLM-based writing intervention. No specific LLM tool or instructional treatment is described.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""Although the context is L2 writing and GAI, the primary focus is on technology acceptance and usage behavior (PE, EE, SI, BI, FCs, AU), not on writing competence or writing-related performance variables. It is a technology adoption study rather than a pedagogical writing intervention.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The outcomes reported are behavioral intention and actual usage behavior, moderated by gender, experience, and proficiency. There are no quantifiable writing outcome metrics (e.g., writing quality scores, complexity, accuracy, fluency) assessing the effectiveness of GAI-mediated writing intervention.""
    }
}"
249,Exploring Second Language Writers' Engagement with Chatgpt Feedback: Revision Behaviors and Perceptions,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 25 B1-level English as a Foreign Language (EFL) university students in Türkiye, clearly L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""ChatGPT (an LLM) is used as a feedback tool on students’ opinion essays, but the abstract does not specify an experimental or quasi-experimental design (e.g., control group, pre-post comparison, or structured intervention beyond a single use). It focuses on exploring engagement with feedback rather than testing an instructional intervention’s effectiveness.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is on L2 writing (opinion essays) and how students engage with ChatGPT-generated feedback on content, organization, and language use—clearly centered on writing competence and writing-related processes.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Data sources include essay drafts, change tracker sheets, a questionnaire, and interviews. The analyses are described as descriptive and thematic, focusing on types of revisions, acceptance/rejection of feedback, and perceptions. There is no indication of quantifiable writing outcome metrics (e.g., pre-post writing scores, rubric-based gains) used to assess effectiveness of the LLM-mediated intervention.""
    }
}"
250,Using Chatgpt to Bring Non-player Characters to Life: Effects on Students' Storyline-driven Game-based Writing Learning,2025,include,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are Chinese undergraduate students in English as a Foreign Language (EFL) writing classrooms, clearly indicating L2 English learners in an EFL context with a focus on English writing.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study integrates ChatGPT, an LLM, into a game-based learning environment via ChatGPT-powered NPCs. It uses a quasi-experimental design comparing a ChatGPT condition with a conventional NPC condition, constituting an LLM-mediated instructional intervention.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is explicitly EFL writing classrooms, with the game designed to enhance argumentative writing skills. The primary focus is on writing learning and writing performance, not on automated scoring or system evaluation.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""Student essays were evaluated to compare writing performance across conditions, and results report superior writing performance (clarity, elaboration, persuasiveness, addressing opposing viewpoints) in the ChatGPT condition, providing quantifiable writing outcome metrics.""
    }
}"
251,Chinese Efl Learners' Genai Literacy in Digital Multimodal Composing and Self-regulated Writing: Chain Mediation Effects of Needs Satisfaction and Creative Self-concept,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are explicitly described as 634 Chinese EFL learners, which fits the target population of L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study examines students’ GenAI literacy in digital multimodal composing via questionnaires and structural equation modeling. There is no indication of an experimental or quasi-experimental pedagogical intervention where LLMs (e.g., ChatGPT) are integrated into writing instruction or processes; rather, it is a correlational/mediation study of literacy and psychological variables.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on GenAI literacy, needs satisfaction, creative self-concept, and self-regulated writing, not on a concrete LLM-mediated writing intervention or instructional context. Writing competence is only indirectly referenced, and no specific LLM-based writing activity or instructional design is described.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Outcomes are self-report questionnaire measures (GenAI literacy, needs satisfaction, creative self-concept, self-regulated writing). The abstract does not report any quantifiable writing performance metrics (e.g., text quality, accuracy, complexity) resulting from an LLM-mediated intervention.""
    }
}"
252,Exploring the Effectiveness of a Ddl-genai Teaching Mode in Students' Efl Writing Classroom,2025,unsure,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 75 second-year Chinese university students in an EFL writing classroom, clearly indicating L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract describes an innovative teaching mode integrating Data-Driven Learning with Generative Artificial Intelligence (GenAI), and mentions a separate GenAI class. However, it does not specify whether the GenAI tools are large language models (e.g., ChatGPT/GPT-like transformer-based generators) or other forms of AI. Without explicit mention of LLM-based tools, it is unclear if the intervention meets the LLM criterion.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on EFL expository writing performance and related variables (structure, content quality, efficiency, classroom engagement) within a writing classroom, indicating a pedagogical writing intervention rather than automated scoring or non-instructional evaluation.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study uses a quasi-experimental design with three instructional modes and reports that the DDL-GenAI mode significantly improved students’ writing performance, including specific aspects such as structure and content quality, indicating quantifiable writing outcome measures.""
    }
}"
253,Students' Perceptions of Multiliteracies Development Using Ai-assisted Portfolio Assessment,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 50 freshmen students in an EFL classroom, indicating L2 English learners in an EFL context. The portfolios involve multimodal writing about touring route recommendations, implying English as the target language.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study is set in a “GenAI-supported portfolio assessment classroom” where students revise artefacts based on “AI-generated feedback.” Although the specific tool is not named, it is described as Generative AI, which reasonably implies an LLM-based system integrated into the writing/portfolio process.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on multiliteracies, multimodal competence, and portfolio-based formative assessment, not specifically on writing competence or writing-related variables as primary outcomes. The abstract emphasizes multiliteracies development, metacognitive development, and professional growth rather than writing proficiency.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study employs a qualitative design, collecting reflective journals, focus group interviews, and narrative inquiries, analyzed thematically. No quantifiable writing outcome metrics or experimental comparison are reported; outcomes are described qualitatively (e.g., stages of multiliteracies development, confidence, awareness).""
    }
}"
254,"Impacts of Genai-assisted Collaborative Prewriting on University Efl Students' Interactions with Genai, Outline Quality, and Task Motivation",2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants were sixty-nine Chinese undergraduates in an English as a foreign language (EFL) writing context, clearly indicating L2 English learners.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study integrates a generative AI (GenAI) tool—i.e., an LLM-based system—into prewriting instruction via GenAI-assisted collaborative and individual prewriting, using a within-subjects comparative design.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary outcome is the quality of prewriting outlines (content, organization, language) and task motivation, not actual writing performance. The focus is on prewriting/planning and interaction with GenAI rather than on writing competence or writing-related performance measures (e.g., essay quality).""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Quantitative outcomes are reported for outline quality and task motivation, but no quantifiable metrics of written text (e.g., essays, compositions) are provided. The intervention outcomes do not include measurable L2 writing performance, which is required for inclusion.""
    }
}"
255,"The Role of Generative Ai in Writing Doctoral Dissertation: Perceived Opportunities, Challenges, and Facilitating Strategies to Promote Human Agency",2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The abstract explicitly situates the work in ESL and EFL academic writing contexts and involves doctoral scholars and thesis supervisors, implying participants are L2 English users in higher education.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although the study concerns GenAI-assisted dissertation writing, it is framed as an exploration of perceived usefulness and use, grounded in the Technology Acceptance Model. There is no indication of an experimental or quasi-experimental instructional intervention integrating a specific LLM into writing instruction or processes.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on perceived opportunities, challenges, and human agency in GenAI-assisted dissertation writing, not on a structured pedagogical intervention targeting writing competence. It is more about attitudes and conceptual discussion than a writing-focused instructional context.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study is described as qualitative, using survey and test data to explore perceptions. No quantifiable writing outcome metrics (e.g., writing scores, text quality measures) assessing the effectiveness of GenAI-mediated writing intervention are reported in the abstract.""
    }
}"
256,Evaluating Chatgpt's Effectiveness in Enhancing Argumentative Writing: a Quasi-experimental Study of Efl Learners in Pakistan,2025,include,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are Pakistani students pursuing the Secondary School Certificate in an English as a Foreign Language (EFL) environment. The study explicitly focuses on English argumentative writing skills, satisfying the L2 English learner population requirement.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study evaluates the effectiveness of ChatGPT, explicitly identified as an artificial intelligence tool, in improving argumentative writing. It uses a quasi-experimental design with three months of ChatGPT interaction as the intervention, aligning with LLM-based writing instruction criteria.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on argumentative writing competence, including key components of argumentative writing and error types. ChatGPT is integrated as a pedagogical tool to enhance writing skills, not merely as an assessment engine.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study uses pre- and post-tests to measure changes in students' argumentative writing abilities and reports significant progress and decreased error types after the ChatGPT intervention, providing quantifiable writing outcome metrics.""
    }
}"
257,Assessing the Reliability and Relevance of Deepseek in Efl Writing Evaluation: a Generalizability Theory Approach,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are EFL learners: 92 CET-4 essays written by non-English majors at a Chinese university. The focus is clearly on English as a foreign language writing.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""DeepSeek-V3 and DeepSeek-R1 are used as automated raters to assess reliability of holistic scores and qualitative feedback, compared with teacher raters. There is no experimental or quasi-experimental instructional intervention integrating LLMs into writing instruction or writing processes; the focus is on assessment reliability.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on writing assessment reliability and feedback relevance (G-theory analysis of scores and feedback), not on a pedagogical intervention to improve writing competence. It functions as an automated essay scoring/feedback evaluation study, which falls under the exclusion criteria.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""No writing outcome metrics for learners are reported. The study analyzes reliability coefficients and relevance of feedback, but does not measure changes in learners’ writing performance following an LLM-mediated intervention.""
    }
}"
258,Ai Partner Versus Human Partner: Comparing Ai-based Peer Assessment with Human-generated Peer Assessment in Examining Writing Skills,2025,include,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are EFL college students from the University of Diyala (Iraq) and the University of Hradec Kralove (Czech Republic). The abstract explicitly states the focus is on improving EFL college students’ writing skills, indicating L2 English learners in EFL/ESL contexts.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The intervention contrasts traditional peer assessment (group A) with AI-based assessment using ChatGPT (group B). ChatGPT is a large language model integrated into the peer assessment process, constituting an LLM-mediated instructional intervention.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on writing skills and how different feedback mechanisms (human vs. AI-based via ChatGPT) affect EFL students’ writing. The context is clearly pedagogical, centered on peer assessment to improve writing competence rather than automated scoring alone.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study reports quantifiable writing outcomes: final writing scores for group A (7–14/15) and group B (6–12/15), and notes comparative improvement in writing skills. These numeric scores provide measurable writing outcome metrics for evaluating the LLM-mediated intervention.""
    }
}"
259,"Integrating Flipped Learning in Ai-enhanced Language Learning: Mapping the Effects on Metacognitive Awareness, Writing Development, and Foreign Language Learning Boredom",2025,unsure,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are described as 70 intermediate Iranian EFL learners, clearly indicating L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract repeatedly refers to an “AI-enhanced” flipped learning environment and “AI-enhanced instruction,” but does not specify the AI tool or whether it is an LLM (e.g., ChatGPT, GPT-4) versus other forms of AI (e.g., analytics, non-LLM feedback tools). Thus, it is not possible to confirm that an LLM is integrated into the writing instruction or process.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""Among the key variables examined is “writing development,” and pre- and post-intervention writing tasks are used, indicating that writing competence is a primary focus alongside metacognitive awareness and boredom.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study uses pre- and post-intervention writing tasks and analyzes inter-group differences via ANCOVA, implying quantifiable writing outcome metrics to assess the impact of the AI-enhanced flipped learning intervention on writing development.""
    }
}"
260,Exploring Teacher Perspectives on Gpt in L2 Disciplinary Academic Writing through the Lens of Feedback Literacy: a Q-methodology Approach,2025,exclude,"{
    ""c1"": {
        ""status"": ""fail"",
        ""evidence"": ""The participants are 27 L2 university instructors, not L2 English learners. The focus is on teacher perspectives and feedback literacy, not on learner outcomes or learner data.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although GPT/LLMs are discussed, the study is not an experimental or quasi-experimental intervention integrating LLMs into learners’ writing processes. It is a Q-methodology study of teacher perspectives, without an instructional treatment using LLMs.""
    },
    ""c3"": {
        ""status"": ""unclear"",
        ""evidence"": ""The context is L2 disciplinary academic writing education and feedback practices, but the study examines perceptions and ethical/pedagogical considerations rather than a concrete writing intervention or measured changes in writing competence.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""No quantifiable writing outcome metrics are reported. The study uses Q-sorts and interviews to capture subjective teacher perspectives, without assessing changes in student writing performance.""
    }
}"
261,Chatwell: an Ai-enabled Adaptive Tutoring System for Improving Mandarin Composition Skills in L2 Students with Learning Difficulties,2025,exclude,"{
    ""c1"": {
        ""status"": ""fail"",
        ""evidence"": ""Participants are HSK4 learners working on Mandarin (Chinese) composition skills. The focus is on L2 Chinese, not L2 English, and the abstract does not indicate that English is the target language. The review requires L2 English learners in ESL/EFL/ELL contexts.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study develops CHATWELL, described as an intelligent tutoring platform that incorporates optimised large language models to provide writing assistance. It uses a 12-week quasi-experimental design comparing this LLM-based system to a Bi-LSTM-based AES.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on improving Mandarin composition skills and writing capabilities, with outcomes such as writing scores, grammatical and logical errors, and self-regulated learning. This aligns with writing competence as the central context rather than mere automated scoring.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study reports quantifiable writing outcomes: score gains (14.2 vs. 6.8 points, with statistical test results), reductions in grammatical and logical errors, and accessibility metrics. These provide measurable effects of the LLM-mediated writing intervention.""
    }
}"
262,A Duoethnographic Study of Writing-with as a Mode of Efl Teacher Professional Development Practice in the Age of Ai,2025,exclude,"{
    ""c1"": {
        ""status"": ""fail"",
        ""evidence"": ""The participants are EFL teachers engaged in professional development, not L2 English learners in ESL/EFL/ELL contexts. The focus is on teacher reflection and professional development rather than learner writing outcomes.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although ChatGPT is mentioned, it is discussed as part of teachers’ reflective practice and experiences with digital tools, not as an experimental or quasi-experimental LLM-based writing instruction intervention for learners.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on teacher professional development, reflection, and ethical inquiry, not on writing competence or writing-related variables for L2 learners. Writing is framed as a mode of reflection, not as a target of instructional intervention.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study is duoethnographic and qualitative, centering on reflective episodes and themes such as emotional labor and pedagogical ambivalence. It does not report quantifiable writing outcome metrics or experimental measures of LLM-mediated writing interventions.""
    }
}"
263,Algorithmic Feedback and Multilingual Identity: Translanguaging Practices in Jordanian Efl Academic Writing,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are described as multilingual EFL students in a Jordanian university, i.e., L2 English learners in an EFL context. The focus is on English academic writing, with translanguaging between Arabic and English.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract refers to “AI-mediated writing support” and “algorithmic feedback systems” but does not specify that these are large language models (e.g., ChatGPT, GPT-4) as opposed to other AI tools (e.g., grammar checkers). The underlying technology is not identified.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is clearly academic writing: the study examines how students respond to AI-mediated writing support, focusing on translanguaging practices, personal voice, and ownership of writing. The primary focus is on writing practices and pedagogy, not on automated scoring.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study is explicitly described as a qualitative multi-case design using interviews, observations, writing samples, AI-generated feedback, and journals. The abstract reports no experimental or quasi-experimental design and no quantifiable writing outcome metrics; it focuses on practices, agency, and identity rather than measured changes in writing performance.""
    }
}"
264,Optimizing Self-regulated Learning: a Mixed-methods Study on Gai's Impact on Undergraduate Task Strategies and Metacognition,2025,unsure,"{
    ""c1"": {
        ""status"": ""unclear"",
        ""evidence"": ""Participants are 40 undergraduate students in Eastern China engaged in L2 writing. It is highly likely they are EFL learners writing in English, but the abstract does not explicitly state that the target language is English; it only refers to “second language (L2) writing” and “L2 writing contexts.”""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study uses a “GAI chatbot tool” on the Tongyi.ai platform as the core intervention, compared with a control group using traditional resources, over an 8‑week intervention. Tongyi.ai is a generative AI chatbot (LLM-based), and it is integrated into the learning process as an instructional tool.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is explicitly L2 writing and self-regulated learning. Outcomes include writing performance and writing-related processes (task strategies, metacognitive awareness) in L2 writing. The focus is pedagogical, not on automated scoring or system evaluation.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study reports quantitative analysis showing that the experimental group improved more than the control group in writing performance, alongside task strategy diversity and metacognitive awareness. Writing performance assessments constitute quantifiable writing outcome metrics.""
    }
}"
265,Is Generative Ai Ready to Replace Human Raters in Scoring Efl Writing? Comparison of Human and Automated Essay Evaluation,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are English as a Foreign Language (EFL) learners: 35 undergraduate students producing 210 essays. The context is clearly L2 English writing.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Generative AI is used as an Automated Essay Scoring (AES) system to rate existing essays, not as part of an instructional or experimental intervention in the writing process. There is no LLM-mediated teaching or practice component.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on comparing human and GenAI scoring reliability and correlations, i.e., assessment functionality. There is no pedagogical writing intervention or instructional context; it is an evaluation of an automated scoring tool.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study reports rubric-based scores from human raters and GenAI, but these are not outcomes of an LLM-mediated writing intervention. No experimental manipulation of writing instruction or process is conducted, so there are no intervention effectiveness metrics.""
    }
}"
266,Formally Integrating Generative Ai into Secondary Education: Application of Chatgpt in Efl Writing Instruction,2025,include,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 99 Grade-10 students in a Hong Kong secondary school enrolled in a compulsory English as a foreign language (EFL) writing course. The focus is explicitly on EFL (English) learners in a school context.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study is a quasi-experiment integrating ChatGPT, a generative AI large language model, into EFL writing instruction. The treatment group used ChatGPT as the tool for EFL writing instruction, while the control group used conventional media.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is a compulsory EFL writing course, and the intervention is explicitly described as ChatGPT-supported EFL writing instruction. The primary focus is on writing instruction and performance, not on automated scoring or system evaluation.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study reports quantitative outcomes: analysis of participants’ EFL writing performance at the end of the experiment, comparison between treatment and control groups, and interaction effects with baseline proficiency. These are measurable writing outcome metrics.""
    }
}"
267,Efl Lecturers’ Experiences and Perceptions towards Using Chatgpt in Teaching Writing: a Case Study in Vietnam,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is EFL in Vietnam, and the abstract explicitly mentions EFL lecturers and their students’ writing classes, indicating L2 English learners in an EFL setting.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although ChatGPT (an LLM) is used in writing instruction, the study is a qualitative case study of lecturers’ experiences and perceptions, not an experimental or quasi-experimental intervention study with controlled conditions.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is on using ChatGPT in teaching writing, including its use at pre-, while-, and post-writing stages, clearly centering on writing competence and writing-related pedagogy rather than automated scoring.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study uses semi-structured interviews and a qualitative case study design, reporting perceptions, experiences, and recommendations. No quantifiable writing outcome metrics or experimental measures of writing performance are mentioned.""
    }
}"
268,Tame the Beast of Chatgpt: Developing Design Principles to Strategically Integrate Chatgpt into Efl Writing through an Activity Theory Perspective,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are described as four Chinese EFL writers, clearly indicating L2 English learners in an EFL context, with a focus on English writing.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study explicitly focuses on ChatGPT-assisted EFL writing and develops an intervention with design principles to guide ChatGPT-assisted writing, indicating integration of an LLM into writing processes.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is EFL writing, and the study aims to integrate ChatGPT into EFL writing and develop design principles for writing instruction, so the primary focus is on writing competence and writing-related processes.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract describes a design-based research study using screen recordings and interviews, analyzed via Reflexive Thematic Analysis, to derive design principles and strategies. It does not mention any quantitative or experimental writing outcome measures (e.g., scores, quality ratings, accuracy gains). Outcomes are conceptual/design rather than quantifiable writing performance metrics.""
    }
}"
269,Artificial Intelligence-supported Procedural Scaffolding for Promoting Efl Learners’ Writing Performance in Flipped Peer Assessment Activities,2025,unsure,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are EFL learners: 74 university students in English writing classes in Taiwan. The focus is clearly on English as a Foreign Language writing performance.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract describes an “AI-based Procedural Scaffolding Peer Assessment (AI-PSPA) system” but does not specify the underlying AI technology. It is unclear whether this system is powered by a large language model (e.g., ChatGPT/GPT-like transformer-based generative model) or by other non-LLM AI (e.g., rule-based or traditional NLP).""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on EFL learners’ writing performance in a flipped peer assessment context. The intervention is integrated into writing instruction and peer assessment, not just automated scoring or system evaluation.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study uses a quasi-experimental design with pre- and posttests of writing performance and reports quantitative outcomes (e.g., writing accuracy) analyzed via t-tests and ANCOVA, satisfying the requirement for quantifiable writing outcome metrics.""
    }
}"
270,University Students' Acceptance of Chatgpt as a Writing Assistance Tool in Esl and Esp Studies,2025,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are ESL and ESP students at two universities in Lithuania and Ukraine, clearly indicating L2 English learners in ESL/ESP contexts.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although ChatGPT (an LLM) is the focus, the study is not an experimental or quasi-experimental intervention. It examines perceptions and acceptance using a TAM-based questionnaire in a non-mandatory use context, not a structured instructional intervention integrating ChatGPT into writing instruction.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is technology acceptance (perceptions and willingness to use ChatGPT) rather than writing competence or writing-related performance variables. Writing is only the task context for acceptance, not the main outcome of interest.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract reports only quantitative survey data on acceptance factors. It does not mention any quantifiable writing outcome metrics (e.g., writing quality, accuracy, complexity) resulting from ChatGPT use or an intervention.""
    }
}"
271,Ai Vs. Teacher Feedback on Efl Argumentative Writing: a Quantitative Study,2025,include,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 60 undergraduate students in a writing-focused EFL course in Jordan. The abstract explicitly refers to them as English as a Foreign Language (EFL) learners, indicating L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study compares AI-generated feedback with teacher-generated feedback on students’ argumentative writing. The discussion explicitly mentions large language models (LLMs) as the AI source, indicating an LLM-based intervention integrated into the writing process in a quasi-experimental pretest–posttest design.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on argumentative writing performance in an EFL writing course. The intervention is feedback on students’ essays and subsequent revision, directly targeting writing competence rather than automated scoring or non-pedagogical evaluation.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""Writing outcomes are quantitatively measured using an analytic rubric with pre- and post-test scores analyzed for gains. Results report significant improvement in writing performance and effect sizes, satisfying the requirement for quantifiable writing outcome metrics.""
    }
}"
272,Ai-driven Corrective Feedback for Low-proficiency Learners: a Study on Writing Skill Development,2025,include,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The abstract focuses on low-proficiency second language (L2) learners working on writing in a second language context. While it does not explicitly say ‘English’, the context, terminology, and typical Springer L2 writing research strongly suggest L2 English learners. No other target language is mentioned, and the constructs (grammar, vocabulary, coherence, task achievement) align with common EFL/ESL writing assessment dimensions.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The intervention is ‘AI-driven corrective feedback, specifically utilizing ChatGPT’. ChatGPT is a large language model. A quasi-experimental design with a 10-week intervention and iterative writing tasks using real-time feedback from ChatGPT clearly integrates an LLM into writing instruction.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on ‘writing skill development’ and ‘improving the writing skills’ of L2 learners. The intervention targets grammatical accuracy, vocabulary, sentence structure, coherence, and task achievement in writing, which are core writing competence variables, not just automated scoring or system evaluation.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study reports ‘statistically significant improvements across all five assessed components of writing: grammar, vocabulary, sentence structure, coherence, and task achievement.’ These are quantifiable outcome measures used to assess the effectiveness of the ChatGPT-mediated writing intervention.""
    }
}"
